Wall time,Step,Value
1599333455.1657429,0,0.4543645977973938
1599333462.597883,1,0.5245737433433533
1599333467.4051597,2,0.608380913734436
1599333472.2112842,3,0.6800409555435181
1599333477.0144465,4,0.7090296149253845
1599333481.8216887,5,0.7527943253517151
1599333486.6220891,6,0.7941191792488098
1599333491.427266,7,0.7990663051605225
1599333496.2327697,8,0.8108828067779541
1599333501.8014045,9,0.8309329748153687
1599333506.5978887,10,0.8511868119239807
1599333512.8203557,11,0.8284183144569397
1599333517.6248972,12,0.8411771059036255
1599333522.4253302,13,0.8588207960128784
1599333527.2195723,14,0.8549050688743591
1599333532.0237608,15,0.8782053589820862
1599333536.822089,16,0.8851352334022522
1599333541.6242862,17,0.8843538761138916
1599333546.4225106,18,0.8841420412063599
1599333551.3426247,19,0.8870121240615845
1599333556.157833,20,0.9050642251968384
1599333562.6784902,21,0.8990230560302734
1599333567.4726965,22,0.8910507559776306
1599333572.2610376,23,0.9024631977081299
1599333577.0583305,24,0.899405837059021
1599333581.850637,25,0.909967839717865
1599333586.64331,26,0.9090705513954163
1599333591.4357848,27,0.9048314690589905
1599333596.2319345,28,0.9034051299095154
1599333601.156339,29,0.913006067276001
1599333605.9477484,30,0.9145980477333069
1599333612.3077266,31,0.9209835529327393
1599333617.1003537,32,0.9229872822761536
1599333621.8887482,33,0.9270241260528564
1599333626.6839938,34,0.9305194616317749
1599333631.475389,35,0.9330819249153137
1599333636.2677388,36,0.9294440746307373
1599333641.0619724,37,0.9300895929336548
1599333645.8591902,38,0.9335294961929321
1599333650.779096,39,0.9363149404525757
1599333655.5835793,40,0.9311720132827759
1599333661.6703591,41,0.9351674318313599
1599333666.4616175,42,0.9376914501190186
1599333671.25525,43,0.9387702941894531
1599333676.0514615,44,0.9382347464561462
1599333680.8438754,45,0.9352409839630127
1599333685.6414452,46,0.9351924061775208
1599333690.4348037,47,0.9411697387695312
1599333695.2280018,48,0.938226580619812
1599333700.144819,49,0.9399652481079102
1599333704.9493153,50,0.942643404006958
1599333710.9752407,51,0.940482497215271
1599333715.7736402,52,0.9381359815597534
1599333720.572933,53,0.942946195602417
1599333725.3702626,54,0.9432877898216248
1599333730.1646056,55,0.937641978263855
1599333734.9619908,56,0.9439722299575806
1599333739.7586236,57,0.9466730356216431
1599333744.5529444,58,0.9471410512924194
1599333749.4863398,59,0.943902313709259
1599333754.2906463,60,0.9387912750244141
1599333760.3037274,61,0.9431549906730652
1599333765.1060154,62,0.9412133693695068
1599333769.902241,63,0.9423954486846924
1599333774.7005098,64,0.9427655339241028
1599333779.4940817,65,0.9443286061286926
1599333784.2924132,66,0.9473409056663513
1599333789.0887237,67,0.9467557668685913
1599333793.88716,68,0.9418215155601501
1599333798.8049438,69,0.94437175989151
1599333803.6071713,70,0.9398264288902283
1599333809.6265643,71,0.9433027505874634
1599333814.4218938,72,0.948837399482727
1599333819.224145,73,0.9425919651985168
1599333824.020474,74,0.9457868337631226
1599333828.8169239,75,0.9477115273475647
1599333833.6153083,76,0.9411592483520508
1599333838.411606,77,0.9436248540878296
1599333843.2087834,78,0.947813093662262
1599333848.1417558,79,0.9483650922775269
1599333852.9479918,80,0.9494311213493347
1599333859.0397089,81,0.9488102197647095
1599333863.8379157,82,0.9481028318405151
1599333868.6382415,83,0.9481136798858643
1599333873.4358861,84,0.9479765295982361
1599333878.2324388,85,0.951533854007721
1599333883.0309625,86,0.9494799375534058
1599333887.8292823,87,0.9512383341789246
1599333892.6258466,88,0.9512830972671509
1599333897.5603209,89,0.9518498182296753
1599333902.3746028,90,0.9503495097160339
1599333908.364623,91,0.9522911310195923
1599333913.1588445,92,0.9501087665557861
1599333917.9549966,93,0.9511078596115112
1599333922.7543967,94,0.9543075561523438
1599333927.550191,95,0.9530228972434998
1599333932.348713,96,0.9485564827919006
1599333937.1492832,97,0.9518001079559326
1599333941.9479783,98,0.951901376247406
1599333946.7442424,99,0.9506353139877319
1599333951.5387678,100,0.9522608518600464
1599333957.477955,101,0.9539012312889099
1599333962.2753572,102,0.9510611295700073
1599333967.069975,103,0.9517540335655212
1599333971.870332,104,0.9475492238998413
1599333976.6705,105,0.9455832242965698
1599333981.470887,106,0.9478384852409363
1599333986.2691083,107,0.9522661566734314
1599333991.0695903,108,0.9514992833137512
1599333995.8668945,109,0.949074387550354
1599334000.6625383,110,0.9527466297149658
1599334006.6220725,111,0.9522336721420288
1599334011.4177413,112,0.9521070718765259
1599334016.2161884,113,0.9538010954856873
1599334021.011528,114,0.953900933265686
1599334025.8078377,115,0.9560050964355469
1599334030.604127,116,0.955328106880188
1599334035.404409,117,0.9553736448287964
1599334040.1999154,118,0.9577956795692444
1599334045.1199245,119,0.9556751251220703
1599334049.919227,120,0.9557545781135559
1599334055.8575478,121,0.9566987156867981
1599334060.656939,122,0.9566649198532104
1599334065.4531376,123,0.9587363600730896
1599334070.2493796,124,0.9573771357536316
1599334075.0476534,125,0.9564356207847595
1599334079.8379612,126,0.9596475958824158
1599334084.641424,127,0.9566192626953125
1599334089.4307175,128,0.9546794295310974
1599334094.2254274,129,0.9550873637199402
1599334099.0211236,130,0.9536758661270142
1599334104.9613614,131,0.9577310085296631
1599334109.7586215,132,0.956037163734436
1599334114.5531003,133,0.9573478102684021
1599334119.3514187,134,0.9586578607559204
